"Area","MTU","Biomass - Actual Aggregated [MW]","Biomass - Actual Consumption [MW]","Energy storage - Actual Aggregated [MW]","Energy storage - Actual Consumption [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Consumption [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Consumption [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Gas - Actual Consumption [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Hard coal - Actual Consumption [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil - Actual Consumption [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Oil shale - Actual Consumption [MW]","Fossil Peat - Actual Aggregated [MW]","Fossil Peat - Actual Consumption [MW]","Geothermal - Actual Aggregated [MW]","Geothermal - Actual Consumption [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Run-of-river and poundage - Actual Consumption [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Consumption [MW]","Marine - Actual Aggregated [MW]","Marine - Actual Consumption [MW]","Nuclear - Actual Aggregated [MW]","Nuclear - Actual Consumption [MW]","Other - Actual Aggregated [MW]","Other - Actual Consumption [MW]","Other renewable - Actual Aggregated [MW]","Other renewable - Actual Consumption [MW]","Solar - Actual Aggregated [MW]","Solar - Actual Consumption [MW]","Waste - Actual Aggregated [MW]","Waste - Actual Consumption [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Offshore - Actual Consumption [MW]","Wind Onshore - Actual Aggregated [MW]","Wind Onshore - Actual Consumption [MW]"
"BZN|CH","19.05.2025 19:00 - 19.05.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3168","","1661","","1834","","n/e","n/e","1699","","n/e","n/e","n/e","n/e","279","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","19.05.2025 20:00 - 19.05.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3319","","1667","","2148","","n/e","n/e","1695","","n/e","n/e","n/e","n/e","49","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","19.05.2025 21:00 - 19.05.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3250","","1672","","1973","","n/e","n/e","1694","","n/e","n/e","n/e","n/e","2","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","19.05.2025 22:00 - 19.05.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3071","","1678","","1548","","n/e","n/e","1697","","n/e","n/e","n/e","n/e","2","","n/e","n/e","n/e","n/e","18",""
"BZN|CH","19.05.2025 23:00 - 20.05.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2212","","1683","","1450","","n/e","n/e","1700","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","16",""
"BZN|CH","20.05.2025 00:00 - 20.05.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2394","","1688","","1034","","n/e","n/e","1701","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","6",""
"BZN|CH","20.05.2025 01:00 - 20.05.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1516","","1693","","900","","n/e","n/e","1701","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","20.05.2025 02:00 - 20.05.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1254","","1698","","725","","n/e","n/e","1702","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","20.05.2025 03:00 - 20.05.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1080","","1702","","832","","n/e","n/e","1703","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","20.05.2025 04:00 - 20.05.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1153","","1707","","1015","","n/e","n/e","1703","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","20.05.2025 05:00 - 20.05.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2303","","1711","","1122","","n/e","n/e","1703","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","20.05.2025 06:00 - 20.05.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2898","","1715","","1384","","n/e","n/e","1702","","n/e","n/e","n/e","n/e","78","","n/e","n/e","n/e","n/e","2",""
"BZN|CH","20.05.2025 07:00 - 20.05.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2382","","1720","","1277","","n/e","n/e","1701","","n/e","n/e","n/e","n/e","382","","n/e","n/e","n/e","n/e","2",""
"BZN|CH","20.05.2025 08:00 - 20.05.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1346","","1723","","1142","","n/e","n/e","1702","","n/e","n/e","n/e","n/e","804","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","20.05.2025 09:00 - 20.05.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","343","","1727","","844","","n/e","n/e","1703","","n/e","n/e","n/e","n/e","1263","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","20.05.2025 10:00 - 20.05.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","211","","1731","","642","","n/e","n/e","1699","","n/e","n/e","n/e","n/e","1735","","n/e","n/e","n/e","n/e","2",""
"BZN|CH","20.05.2025 11:00 - 20.05.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","293","","1734","","599","","n/e","n/e","1698","","n/e","n/e","n/e","n/e","1919","","n/e","n/e","n/e","n/e","2",""
"BZN|CH","20.05.2025 12:00 - 20.05.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","230","","1737","","617","","n/e","n/e","1696","","n/e","n/e","n/e","n/e","2065","","n/e","n/e","n/e","n/e","2",""
"BZN|CH","20.05.2025 13:00 - 20.05.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","113","","1740","","567","","n/e","n/e","1694","","n/e","n/e","n/e","n/e","2251","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","20.05.2025 14:00 - 20.05.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","","1743","","547","","n/e","n/e","1693","","n/e","n/e","n/e","n/e","2054","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","20.05.2025 15:00 - 20.05.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","323","","1746","","544","","n/e","n/e","1692","","n/e","n/e","n/e","n/e","1415","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","20.05.2025 16:00 - 20.05.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","564","","1748","","577","","n/e","n/e","1693","","n/e","n/e","n/e","n/e","944","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","20.05.2025 17:00 - 20.05.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","972","","1751","","775","","n/e","n/e","1693","","n/e","n/e","n/e","n/e","559","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","20.05.2025 18:00 - 20.05.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1527","","1754","","1211","","n/e","n/e","1693","","n/e","n/e","n/e","n/e","310","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","20.05.2025 19:00 - 20.05.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2632","","1758","","1924","","n/e","n/e","1695","","n/e","n/e","n/e","n/e","130","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","20.05.2025 20:00 - 20.05.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2991","","1761","","1808","","n/e","n/e","1695","","n/e","n/e","n/e","n/e","33","","n/e","n/e","n/e","n/e","6",""
"BZN|CH","20.05.2025 21:00 - 20.05.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2663","","1765","","1735","","n/e","n/e","1696","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","5",""
"BZN|CH","20.05.2025 22:00 - 20.05.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1657","","1769","","1465","","n/e","n/e","1697","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","20.05.2025 23:00 - 21.05.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1227","","1774","","1210","","n/e","n/e","1697","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","21.05.2025 00:00 - 21.05.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1212","","1780","","1142","","n/e","n/e","1697","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","21.05.2025 01:00 - 21.05.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","986","","1786","","1059","","n/e","n/e","1698","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","6",""
"BZN|CH","21.05.2025 02:00 - 21.05.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","556","","1792","","929","","n/e","n/e","1698","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","5",""
"BZN|CH","21.05.2025 03:00 - 21.05.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","346","","1800","","741","","n/e","n/e","1698","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","21.05.2025 04:00 - 21.05.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","455","","1808","","858","","n/e","n/e","1698","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","11",""
"BZN|CH","21.05.2025 05:00 - 21.05.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1124","","1818","","1421","","n/e","n/e","1698","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","11",""
"BZN|CH","21.05.2025 06:00 - 21.05.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1785","","1828","","1842","","n/e","n/e","1696","","n/e","n/e","n/e","n/e","31","","n/e","n/e","n/e","n/e","11",""
"BZN|CH","21.05.2025 07:00 - 21.05.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1469","","1840","","1845","","n/e","n/e","1696","","n/e","n/e","n/e","n/e","175","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","21.05.2025 08:00 - 21.05.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","937","","1852","","1560","","n/e","n/e","1696","","n/e","n/e","n/e","n/e","438","","n/e","n/e","n/e","n/e","9",""
"BZN|CH","21.05.2025 09:00 - 21.05.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","478","","1866","","994","","n/e","n/e","1695","","n/e","n/e","n/e","n/e","753","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","21.05.2025 10:00 - 21.05.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","455","","1881","","823","","n/e","n/e","1695","","n/e","n/e","n/e","n/e","1167","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","21.05.2025 11:00 - 21.05.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","439","","1898","","780","","n/e","n/e","1693","","n/e","n/e","n/e","n/e","1615","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","21.05.2025 12:00 - 21.05.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","112","","1916","","699","","n/e","n/e","1451","","n/e","n/e","n/e","n/e","1919","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","21.05.2025 13:00 - 21.05.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","64","","1935","","649","","n/e","n/e","1517","","n/e","n/e","n/e","n/e","1905","","n/e","n/e","n/e","n/e","10",""
"BZN|CH","21.05.2025 14:00 - 21.05.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","178","","1956","","697","","n/e","n/e","1523","","n/e","n/e","n/e","n/e","1832","","n/e","n/e","n/e","n/e","9",""
"BZN|CH","21.05.2025 15:00 - 21.05.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","310","","1978","","692","","n/e","n/e","1523","","n/e","n/e","n/e","n/e","1696","","n/e","n/e","n/e","n/e","11",""
"BZN|CH","21.05.2025 16:00 - 21.05.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","307","","2000","","725","","n/e","n/e","1524","","n/e","n/e","n/e","n/e","1188","","n/e","n/e","n/e","n/e","15",""
"BZN|CH","21.05.2025 17:00 - 21.05.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","370","","2024","","933","","n/e","n/e","1525","","n/e","n/e","n/e","n/e","721","","n/e","n/e","n/e","n/e","20",""
"BZN|CH","21.05.2025 18:00 - 21.05.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1419","","2048","","1404","","n/e","n/e","1526","","n/e","n/e","n/e","n/e","350","","n/e","n/e","n/e","n/e","13",""
"BZN|CH","21.05.2025 19:00 - 21.05.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1923","","2073","","1600","","n/e","n/e","1527","","n/e","n/e","n/e","n/e","136","","n/e","n/e","n/e","n/e","15",""
"BZN|CH","21.05.2025 20:00 - 21.05.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2196","","2098","","1752","","n/e","n/e","1529","","n/e","n/e","n/e","n/e","20","","n/e","n/e","n/e","n/e","20",""
"BZN|CH","21.05.2025 21:00 - 21.05.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2226","","2124","","1724","","n/e","n/e","1529","","n/e","n/e","n/e","n/e","2","","n/e","n/e","n/e","n/e","11",""
"BZN|CH","21.05.2025 22:00 - 21.05.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1387","","2149","","1641","","n/e","n/e","1528","","n/e","n/e","n/e","n/e","2","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","21.05.2025 23:00 - 22.05.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1051","","2174","","1082","","n/e","n/e","1529","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","13",""
"BZN|CH","22.05.2025 00:00 - 22.05.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","985","","2199","","1115","","n/e","n/e","1530","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","22.05.2025 01:00 - 22.05.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","823","","2224","","1041","","n/e","n/e","1529","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","22.05.2025 02:00 - 22.05.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","682","","2247","","799","","n/e","n/e","1528","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","5",""
"BZN|CH","22.05.2025 03:00 - 22.05.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","374","","2270","","731","","n/e","n/e","1529","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","22.05.2025 04:00 - 22.05.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","393","","2292","","762","","n/e","n/e","1529","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","22.05.2025 05:00 - 22.05.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","630","","2312","","1030","","n/e","n/e","1529","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","22.05.2025 06:00 - 22.05.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1371","","2332","","1570","","n/e","n/e","1530","","n/e","n/e","n/e","n/e","35","","n/e","n/e","n/e","n/e","11",""
"BZN|CH","22.05.2025 07:00 - 22.05.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2075","","2350","","1738","","n/e","n/e","1528","","n/e","n/e","n/e","n/e","139","","n/e","n/e","n/e","n/e","9",""
"BZN|CH","22.05.2025 08:00 - 22.05.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2044","","2366","","1741","","n/e","n/e","1558","","n/e","n/e","n/e","n/e","315","","n/e","n/e","n/e","n/e","13",""
"BZN|CH","22.05.2025 09:00 - 22.05.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1649","","2380","","1391","","n/e","n/e","1607","","n/e","n/e","n/e","n/e","540","","n/e","n/e","n/e","n/e","13",""
"BZN|CH","22.05.2025 10:00 - 22.05.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","882","","2392","","1024","","n/e","n/e","1624","","n/e","n/e","n/e","n/e","768","","n/e","n/e","n/e","n/e","15",""
"BZN|CH","22.05.2025 11:00 - 22.05.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","813","","2402","","970","","n/e","n/e","1622","","n/e","n/e","n/e","n/e","962","","n/e","n/e","n/e","n/e","13",""
"BZN|CH","22.05.2025 12:00 - 22.05.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","367","","2410","","876","","n/e","n/e","1622","","n/e","n/e","n/e","n/e","1161","","n/e","n/e","n/e","n/e","15",""
"BZN|CH","22.05.2025 13:00 - 22.05.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","545","","2415","","1018","","n/e","n/e","1619","","n/e","n/e","n/e","n/e","1213","","n/e","n/e","n/e","n/e","21",""
"BZN|CH","22.05.2025 14:00 - 22.05.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","703","","2418","","1001","","n/e","n/e","1622","","n/e","n/e","n/e","n/e","1065","","n/e","n/e","n/e","n/e","31",""
"BZN|CH","22.05.2025 15:00 - 22.05.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","724","","2419","","986","","n/e","n/e","1624","","n/e","n/e","n/e","n/e","871","","n/e","n/e","n/e","n/e","31",""
"BZN|CH","22.05.2025 16:00 - 22.05.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","835","","2417","","1094","","n/e","n/e","1644","","n/e","n/e","n/e","n/e","615","","n/e","n/e","n/e","n/e","35",""
"BZN|CH","22.05.2025 17:00 - 22.05.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1191","","2413","","1170","","n/e","n/e","1655","","n/e","n/e","n/e","n/e","497","","n/e","n/e","n/e","n/e","38",""
