"Area","MTU","Biomass - Actual Aggregated [MW]","Biomass - Actual Consumption [MW]","Energy storage - Actual Aggregated [MW]","Energy storage - Actual Consumption [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Consumption [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Consumption [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Gas - Actual Consumption [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Hard coal - Actual Consumption [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil - Actual Consumption [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Oil shale - Actual Consumption [MW]","Fossil Peat - Actual Aggregated [MW]","Fossil Peat - Actual Consumption [MW]","Geothermal - Actual Aggregated [MW]","Geothermal - Actual Consumption [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Run-of-river and poundage - Actual Consumption [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Consumption [MW]","Marine - Actual Aggregated [MW]","Marine - Actual Consumption [MW]","Nuclear - Actual Aggregated [MW]","Nuclear - Actual Consumption [MW]","Other - Actual Aggregated [MW]","Other - Actual Consumption [MW]","Other renewable - Actual Aggregated [MW]","Other renewable - Actual Consumption [MW]","Solar - Actual Aggregated [MW]","Solar - Actual Consumption [MW]","Waste - Actual Aggregated [MW]","Waste - Actual Consumption [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Offshore - Actual Consumption [MW]","Wind Onshore - Actual Aggregated [MW]","Wind Onshore - Actual Consumption [MW]"
"BZN|CH","01.01.2025 00:00 - 01.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","248","","978","","634","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","50",""
"BZN|CH","01.01.2025 01:00 - 01.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","228","","970","","360","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","49",""
"BZN|CH","01.01.2025 02:00 - 01.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","199","","963","","445","","n/e","n/e","2969","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","55",""
"BZN|CH","01.01.2025 03:00 - 01.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","176","","956","","303","","n/e","n/e","2969","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","54",""
"BZN|CH","01.01.2025 04:00 - 01.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","","949","","329","","n/e","n/e","2975","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","53",""
"BZN|CH","01.01.2025 05:00 - 01.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","115","","942","","328","","n/e","n/e","2967","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","54",""
"BZN|CH","01.01.2025 06:00 - 01.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","","936","","306","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","54",""
"BZN|CH","01.01.2025 07:00 - 01.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","","930","","284","","n/e","n/e","2965","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","55",""
"BZN|CH","01.01.2025 08:00 - 01.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","208","","924","","289","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","18","","n/e","n/e","n/e","n/e","58",""
"BZN|CH","01.01.2025 09:00 - 01.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","303","","920","","275","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","149","","n/e","n/e","n/e","n/e","57",""
"BZN|CH","01.01.2025 10:00 - 01.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","140","","916","","187","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","347","","n/e","n/e","n/e","n/e","51",""
"BZN|CH","01.01.2025 11:00 - 01.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","63","","912","","184","","n/e","n/e","2967","","n/e","n/e","n/e","n/e","515","","n/e","n/e","n/e","n/e","46",""
"BZN|CH","01.01.2025 12:00 - 01.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","61","","909","","200","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","623","","n/e","n/e","n/e","n/e","39",""
"BZN|CH","01.01.2025 13:00 - 01.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","47","","907","","209","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","594","","n/e","n/e","n/e","n/e","35",""
"BZN|CH","01.01.2025 14:00 - 01.01.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","56","","906","","242","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","445","","n/e","n/e","n/e","n/e","33",""
"BZN|CH","01.01.2025 15:00 - 01.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","","905","","329","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","222","","n/e","n/e","n/e","n/e","32",""
"BZN|CH","01.01.2025 16:00 - 01.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","260","","905","","420","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","38","","n/e","n/e","n/e","n/e","49",""
"BZN|CH","01.01.2025 17:00 - 01.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","350","","906","","613","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","56",""
"BZN|CH","01.01.2025 18:00 - 01.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","391","","908","","658","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","57",""
"BZN|CH","01.01.2025 19:00 - 01.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","386","","910","","585","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","59",""
"BZN|CH","01.01.2025 20:00 - 01.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","193","","912","","521","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","59",""
"BZN|CH","01.01.2025 21:00 - 01.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","169","","915","","365","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","62",""
"BZN|CH","01.01.2025 22:00 - 01.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","188","","919","","358","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","61",""
"BZN|CH","01.01.2025 23:00 - 02.01.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","158","","923","","285","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","62",""
"BZN|CH","02.01.2025 00:00 - 02.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","175","","928","","537","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","60",""
"BZN|CH","02.01.2025 01:00 - 02.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","213","","933","","425","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","60",""
"BZN|CH","02.01.2025 02:00 - 02.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","208","","939","","246","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","63",""
"BZN|CH","02.01.2025 03:00 - 02.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","129","","945","","207","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","67",""
"BZN|CH","02.01.2025 04:00 - 02.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","","952","","212","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","02.01.2025 05:00 - 02.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","105","","958","","278","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","02.01.2025 06:00 - 02.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","207","","966","","372","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","02.01.2025 07:00 - 02.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","384","","973","","760","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","67",""
"BZN|CH","02.01.2025 08:00 - 02.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","827","","981","","1889","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","11","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","02.01.2025 09:00 - 02.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1188","","989","","2102","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","95","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","02.01.2025 10:00 - 02.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","831","","998","","1311","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","247","","n/e","n/e","n/e","n/e","66",""
"BZN|CH","02.01.2025 11:00 - 02.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","556","","1006","","1044","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","350","","n/e","n/e","n/e","n/e","69",""
"BZN|CH","02.01.2025 12:00 - 02.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","325","","1015","","533","","n/e","n/e","2950","","n/e","n/e","n/e","n/e","309","","n/e","n/e","n/e","n/e","67",""
"BZN|CH","02.01.2025 13:00 - 02.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","315","","1024","","580","","n/e","n/e","2949","","n/e","n/e","n/e","n/e","236","","n/e","n/e","n/e","n/e","64",""
"BZN|CH","02.01.2025 14:00 - 02.01.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","392","","1033","","1003","","n/e","n/e","2950","","n/e","n/e","n/e","n/e","116","","n/e","n/e","n/e","n/e","65",""
"BZN|CH","02.01.2025 15:00 - 02.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","596","","1042","","1677","","n/e","n/e","2952","","n/e","n/e","n/e","n/e","39","","n/e","n/e","n/e","n/e","67",""
"BZN|CH","02.01.2025 16:00 - 02.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1976","","1052","","2092","","n/e","n/e","2951","","n/e","n/e","n/e","n/e","3","","n/e","n/e","n/e","n/e","68",""
"BZN|CH","02.01.2025 17:00 - 02.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2512","","1061","","2601","","n/e","n/e","2952","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","64",""
"BZN|CH","02.01.2025 18:00 - 02.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2563","","1070","","2699","","n/e","n/e","2954","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","49",""
"BZN|CH","02.01.2025 19:00 - 02.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1566","","1080","","2397","","n/e","n/e","2955","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","37",""
"BZN|CH","02.01.2025 20:00 - 02.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","542","","1089","","1559","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","16",""
"BZN|CH","02.01.2025 21:00 - 02.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","288","","1098","","1176","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","9",""
"BZN|CH","02.01.2025 22:00 - 02.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","218","","1106","","734","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","9",""
"BZN|CH","02.01.2025 23:00 - 03.01.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","197","","1115","","534","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","14",""
"BZN|CH","03.01.2025 00:00 - 03.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","156","","1123","","418","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","19",""
"BZN|CH","03.01.2025 01:00 - 03.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","77","","1131","","282","","n/e","n/e","2965","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","17",""
"BZN|CH","03.01.2025 02:00 - 03.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","71","","1138","","236","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","14",""
"BZN|CH","03.01.2025 03:00 - 03.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","58","","1145","","226","","n/e","n/e","2965","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","9",""
"BZN|CH","03.01.2025 04:00 - 03.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","91","","1152","","252","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","03.01.2025 05:00 - 03.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","142","","1157","","327","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","10",""
"BZN|CH","03.01.2025 06:00 - 03.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","221","","1163","","896","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","10",""
"BZN|CH","03.01.2025 07:00 - 03.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","863","","1168","","2155","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","10",""
"BZN|CH","03.01.2025 08:00 - 03.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1130","","1172","","2507","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","10","","n/e","n/e","n/e","n/e","10",""
"BZN|CH","03.01.2025 09:00 - 03.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1070","","1175","","2216","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","95","","n/e","n/e","n/e","n/e","10",""
"BZN|CH","03.01.2025 10:00 - 03.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","620","","1178","","1958","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","228","","n/e","n/e","n/e","n/e","8",""
"BZN|CH","03.01.2025 11:00 - 03.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","441","","1179","","1686","","n/e","n/e","2965","","n/e","n/e","n/e","n/e","367","","n/e","n/e","n/e","n/e","10",""
"BZN|CH","03.01.2025 12:00 - 03.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","193","","1180","","1477","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","479","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","03.01.2025 13:00 - 03.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","300","","1180","","1530","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","467","","n/e","n/e","n/e","n/e","9",""
"BZN|CH","03.01.2025 14:00 - 03.01.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","259","","1180","","1524","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","343","","n/e","n/e","n/e","n/e","9",""
"BZN|CH","03.01.2025 15:00 - 03.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","584","","1178","","1873","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","156","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","03.01.2025 16:00 - 03.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","461","","1176","","2249","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","21","","n/e","n/e","n/e","n/e","4",""
"BZN|CH","03.01.2025 17:00 - 03.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","766","","1174","","2393","","n/e","n/e","2964","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","03.01.2025 18:00 - 03.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1479","","1171","","2267","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","03.01.2025 19:00 - 03.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1855","","1167","","2635","","n/e","n/e","2966","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","03.01.2025 20:00 - 03.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","953","","1164","","1968","","n/e","n/e","2967","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","2",""
"BZN|CH","03.01.2025 21:00 - 03.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","252","","1160","","1226","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","03.01.2025 22:00 - 03.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","232","","1156","","1339","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
"BZN|CH","03.01.2025 23:00 - 04.01.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","247","","1152","","868","","n/e","n/e","2968","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","3",""
